Class,red,blue,green,orange,google,lisp,domain,little
1,0.500329003747,0.428539650657,0.48013010518,0.469328632673,0.924564073821,0.936680031022,0.951391077412,0.803196933852
1,0.585678278835,0.498692198808,0.538763053793,0.541381242771,0.94559816359,0.958230398018,0.944887853761,0.792706686122
1,0.411235827601,0.387121413865,0.404208417846,0.427440319415,0.823709505919,0.931118323538,0.873120831606,0.78400098263
1,0.573139110527,0.476396857703,0.556483099087,0.557218698219,0.927499867129,1.01016285209,0.987752011408,0.787357827799
0,0.76025216242,0.768629249295,0.727611354934,0.863373343495,0.973026622001,0.788997039495,0.920946096402,0.775608558551
0,0.706842334753,0.701851311786,0.692391084381,0.737806834496,0.891563981784,0.990902787579,0.918125938688,0.74105051903
0,0.795210378333,0.768333465556,0.848704590518,0.995075040018,0.884006790972,1.05065490522,0.866083474867,0.827103797673
